Promotion::Start Date Promo,Account Factors::Profit Center,Promo ID,Pricing::Segment,Pricing::Engine,Promotion::SKU,Promotion::End Date Promo,Pricing::Street,Promotion::Promo_Value,Promotion::Promo Type,Promotion::Promo_Net Price Point,Exp_Revenue Est,Exp_Billing Profit,Exp_Billing Profit Supply,Exp_Promo,Exp_Sales,Exp_Net Billing Profit,Account,Sell Through Estimate Adj,Sell Through Estimate POS,Sell Through Estimate Inv,Final Quantity,Sell Through Estimate,SOP_Period,SOP_Half,SOP_Quarter,Usage ID,Account Factors::SAP Account,Promotion::LevelType
2015-02-01,1010,6897,zzz,123,TP1,2/28/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,121.71428571428572,197.5,0.0,0.0,211,H2,Q4,23758.0,1,1
2015-03-01,1080,6898,zzz,123,TP1,3/31/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,97.57142857142857,167.25,0.0,0.0,212,H2,Q4,23759.0,3,3
2015-03-01,1010,6898,zzz,123,TP1,3/31/2015,459.99,30.0,2,424.99,6844.299817,1253.587086,7385.009871,4110.0,3188.928525,1339.668432,2,121.0,73.42857142857143,137.0,137.0,121.0,212,H2,Q4,23760.0,2,2
2015-03-01,1010,6898,zzz,123,TP1,3/31/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,49.28571428571429,191.83333333333334,0.0,0.0,212,H2,Q4,23761.0,1,1
2014-11-01,1080,7376,zzz,123,TP1,11/30/2014,459.99,30.0,2,429.99,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,25.14285714285714,246.66666666666669,0.0,0.0,208,H2,Q3,26825.0,3,3
2014-11-01,1010,7376,zzz,123,TP1,11/30/2014,459.99,30.0,2,429.99,9050.313808,1657.635816,9765.302308,30.0,4216.764991,7176.173133,2,160.0,1.0,301.5,1.0,160.0,208,H2,Q3,26826.0,2,2
2014-11-01,1010,7376,zzz,123,TP1,11/30/2014,459.99,30.0,2,429.99,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.5384615384615383,356.33333333333337,0.0,0.0,208,H2,Q3,26827.0,1,1
2014-12-01,1010,6894,zzz,123,TP1,12/31/2014,459.99,7.0,2,452.99,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0769230769230766,411.1666666666667,0.0,35.0,209,H2,Q3,27363.0,1,1
2015-01-01,1010,6895,zzz,123,TP1,1/31/2015,459.99,30.0,1,429.99,31110.45371,5698.123117,33568.22668,13980.0,20293.18152,4993.168281,1,550.0,2.6153846153846154,466.0,466.0,550.0,210,H2,Q1,28051.0,1,1
2015-01-01,1010,6896,zzz,123,TP1,1/31/2015,459.99,5.0,2,424.99,0.0,0.0,0.0,2330.0,0.0,-2330.0,1,550.0,3.1538461538461537,466.0,466.0,550.0,210,H2,Q1,28052.0,1,1
2015-01-01,1010,6895,zzz,123,TP1,1/31/2015,459.99,30.0,1,429.99,22625.78452,4144.08954,24413.25577,9930.0,14758.67747,3868.667841,1,400.0,3.692307692307692,331.0,331.0,400.0,210,H2,Q1,28063.0,1,1
2014-12-01,1010,6894,zzz,123,TP1,12/31/2014,459.99,7.0,2,452.99,19797.56145,3626.078347,21361.5988,2464.0,12913.84279,9609.834361,1,350.0,4.230769230769231,352.0,352.0,350.0,209,H2,Q3,28511.0,1,1
2015-02-01,1010,6897,zzz,123,TP1,2/28/2015,459.99,30.0,2,424.99,25454.00758,4662.100732,27464.91274,7770.0,16603.51215,7753.501321,1,450.0,4.769230769230769,259.0,259.0,550.0,211,H2,Q4,28647.0,1,1
2015-03-01,1010,6898,zzz,123,TP1,3/31/2015,459.99,30.0,2,424.99,22625.78452,4144.08954,24413.25577,14640.0,14758.67747,-841.3321591,1,400.0,5.3076923076923075,488.0,488.0,400.0,212,H2,Q4,29653.0,1,1
2015-02-01,1010,6897,zzz,123,TP1,2/28/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,2,320.0,5.846153846153846,431.42857142857144,390.4,430.0,211,H2,Q4,30092.0,2,2
2015-02-01,1010,6897,zzz,123,TP1,2/28/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,2,240.0,6.384615384615384,374.8571428571429,292.8,460.0,211,H2,Q4,30137.0,2,2
2015-03-01,1010,6898,zzz,123,TP1,3/31/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,2,160.0,6.9230769230769225,318.2857142857143,195.20000000000005,490.0,212,H2,Q4,30181.0,2,2
2015-03-01,1010,6898,zzz,123,TP1,3/31/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,2,80.0,7.461538461538462,261.7142857142857,97.60000000000002,520.0,212,H2,Q4,30216.0,2,2
2015-02-01,1010,7532,zzz,123,TP1,2/28/2015,459.99,5.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,8.0,205.14285714285717,0.0,550.0,211,H2,Q4,30710.0,1,1
2014-12-01,1010,6894,zzz,123,TP1,12/31/2014,459.99,7.0,2,452.99,0.0,0.0,0.0,0.0,0.0,0.0,2,50.0,8.538461538461538,148.57142857142856,46.0,325.0,209,H2,Q3,30757.0,2,2
2014-11-01,1010,7376,zzz,123,TP1,11/30/2014,459.99,30.0,2,429.99,5656.44613,1036.022385,6103.313943,2760.0,3689.669367,689.6669602,1,100.0,9.076923076923077,92.0,92.0,100.0,208,H2,Q3,30793.0,1,1
2014-11-01,1010,7376,zzz,123,TP1,11/30/2014,459.99,30.0,2,429.99,5656.44613,1036.022385,6103.313943,4170.0,3689.669367,-720.3330398,1,100.0,9.615384615384615,139.0,139.0,100.0,208,H2,Q3,30794.0,1,1
2015-01-01,1010,6895,zzz,123,TP1,1/31/2015,459.99,30.0,1,429.99,0.0,0.0,0.0,0.0,0.0,0.0,2,175.0,10.153846153846153,226.25,226.25,175.0,210,H2,Q1,30890.0,2,2
2015-02-01,1010,6897,zzz,123,TP1,2/28/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,2,250.0,10.692307692307692,313.5,313.5,250.0,211,H2,Q4,31376.0,2,2
2015-02-01,1010,6897,zzz,123,TP1,2/28/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,2,325.0,11.23076923076923,400.75,400.75,325.0,211,H2,Q4,31385.0,2,2
2015-03-01,1010,7613,zzz,123,TP1,3/31/2015,459.99,5.0,2,424.99,0.0,0.0,0.0,2440.0,0.0,-2440.0,1,400.0,11.769230769230768,488.0,488.0,400.0,212,H2,Q4,31446.0,1,1
2015-02-01,1010,7532,zzz,123,TP1,2/28/2015,459.99,5.0,2,424.99,0.0,0.0,0.0,250.0,0.0,-250.0,1,50.0,12.307692307692307,286.0,50.0,50.0,211,H2,Q4,31447.0,1,1
2015-02-01,1010,6897,zzz,123,TP1,2/28/2015,459.99,30.0,2,424.99,2828.223065,518.0111924,3051.656971,2520.0,1844.834684,-795.1665199,1,50.0,12.846153846153845,84.0,84.0,50.0,211,H2,Q4,31448.0,1,1
2015-03-01,1010,6898,zzz,123,TP1,3/31/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,2,35.0,13.384615384615383,88.75,57.66666666666667,35.0,212,H2,Q4,31491.0,2,2
2015-03-01,1010,6898,zzz,123,TP1,3/31/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,2,20.0,13.923076923076923,93.5,31.333333333333336,20.0,212,H2,Q4,31519.0,2,2
2015-04-01,1080,8122,zzz,123,TP1,4/30/2015,459.99,30.0,2,424.99,282.8223065,51.80111924,305.1656971,150.0,79.06434358,127.9024728,3,5.0,14.461538461538462,98.25,5.0,5.0,201,H1,Q1,32226.0,3,3
2015-04-01,1010,8122,zzz,123,TP1,4/30/2015,459.99,30.0,2,424.99,4525.156904,828.8179079,4882.651154,3090.0,2108.382496,513.0865664,2,80.0,15.0,103.0,103.0,80.0,201,H1,Q1,32227.0,2,2
2015-04-01,1010,8122,zzz,123,TP1,4/30/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,20.666666666666668,95.33333333333333,0.0,0.0,201,H1,Q1,32228.0,1,1
2015-04-01,1080,8123,zzz,123,TP1,4/30/2015,459.99,5.0,2,424.99,0.0,0.0,0.0,25.0,0.0,-25.0,3,5.0,26.333333333333336,87.66666666666667,5.0,5.0,201,H1,Q1,32229.0,3,3
2015-04-01,1010,8123,zzz,123,TP1,4/30/2015,459.99,5.0,2,424.99,0.0,0.0,0.0,125.0,0.0,-125.0,2,25.0,32.0,80.0,25.0,25.0,201,H1,Q1,32230.0,2,2
2015-04-01,1010,8123,zzz,123,TP1,4/30/2015,459.99,5.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,37.66666666666667,72.33333333333333,0.0,0.0,201,H1,Q1,32231.0,1,1
2015-05-01,1080,8124,zzz,123,TP1,5/31/2015,79.99,30.0,2,39.99,282.8223065,51.80111924,305.1656971,150.0,79.06434358,127.9024728,3,5.0,43.333333333333336,64.66666666666666,5.0,5.0,202,H1,Q1,32232.0,3,3
2015-05-01,1010,8124,zzz,123,TP1,5/31/2015,79.99,30.0,2,39.99,2375.707375,435.1294017,2563.391856,1710.0,1106.90081,181.6204474,2,42.0,49.0,57.0,57.0,42.0,202,H1,Q1,32233.0,2,2
2015-05-01,1010,8124,zzz,123,TP1,5/31/2015,79.99,30.0,2,39.99,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,58.0,64.33333333333333,0.0,0.0,202,H1,Q1,32234.0,1,1
2015-05-01,1080,8125,zzz,123,TP1,5/31/2015,79.99,10.0,2,39.99,0.0,0.0,0.0,50.0,0.0,-50.0,3,5.0,67.0,71.66666666666667,5.0,5.0,202,H1,Q1,32235.0,3,3
2015-05-01,1010,8125,zzz,123,TP1,5/31/2015,79.99,10.0,2,39.99,0.0,0.0,0.0,140.0,0.0,-140.0,2,14.0,76.0,79.0,14.0,14.0,202,H1,Q1,32236.0,2,2
2015-05-01,1010,8125,zzz,123,TP1,5/31/2015,79.99,10.0,2,39.99,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,85.0,86.33333333333333,0.0,0.0,202,H1,Q1,32237.0,1,1
2015-06-01,1080,8126,zzz,123,TP1,6/30/2015,89.99,30.0,2,49.99,282.8223065,51.80111924,305.1656971,150.0,79.06434358,127.9024728,3,5.0,94.0,93.66666666666666,5.0,5.0,203,H1,Q1,32238.0,3,3
2015-06-01,1010,8126,zzz,123,TP1,6/30/2015,89.99,30.0,2,49.99,2828.223065,518.0111924,3051.656971,3030.0,1317.73906,-778.070896,2,50.0,103.0,101.0,101.0,50.0,203,H1,Q1,32239.0,2,2
2015-06-01,1010,8126,zzz,123,TP1,6/30/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,103.0,50.5,0.0,0.0,203,H1,Q1,32240.0,1,1
2015-06-01,1080,8127,zzz,123,TP1,6/30/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,3,5.0,103.0,0.0,0.0,5.0,203,H1,Q1,32241.0,3,3
2015-06-01,1010,8127,zzz,123,TP1,6/30/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,16.0,103.0,0.0,0.0,16.0,203,H1,Q1,32242.0,2,2
2015-06-01,1010,8127,zzz,123,TP1,6/30/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,99.42857142857143,4.625,0.0,0.0,203,H1,Q1,32243.0,1,1
2015-04-01,1010,8122,zzz,123,TP1,4/30/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,2,14.285714285714286,95.85714285714286,9.25,5.285714285714286,14.285714285714286,201,H1,Q1,32655.0,2,2
2015-04-01,1010,8122,zzz,123,TP1,4/30/2015,459.99,30.0,2,424.99,0.0,0.0,0.0,0.0,0.0,0.0,2,28.571428571428573,92.28571428571428,13.875,10.571428571428571,28.571428571428573,201,H1,Q1,32698.0,2,2
2015-05-01,1010,8124,zzz,123,TP1,5/31/2015,79.99,30.0,2,39.99,0.0,0.0,0.0,0.0,0.0,0.0,2,42.85714285714286,88.71428571428571,18.5,15.857142857142858,42.85714285714286,202,H1,Q1,32740.0,2,2
2015-05-01,1010,8124,zzz,123,TP1,5/31/2015,79.99,30.0,2,39.99,0.0,0.0,0.0,0.0,0.0,0.0,2,57.142857142857146,85.14285714285714,23.125,21.142857142857142,57.142857142857146,202,H1,Q1,32783.0,2,2
2015-06-01,1010,8126,zzz,123,TP1,6/30/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,71.42857142857143,81.57142857142857,27.75,26.428571428571427,71.42857142857143,203,H1,Q1,32825.0,2,2
2015-06-01,1010,8126,zzz,123,TP1,6/30/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,85.71428571428572,78.0,32.375,31.714285714285715,85.71428571428572,203,H1,Q1,32868.0,2,2
2015-04-01,1010,8122,zzz,123,TP1,4/30/2015,459.99,30.0,2,424.99,5656.44613,1036.022385,6103.313943,1110.0,3689.669367,2339.66696,1,100.0,74.42857142857143,37.0,37.0,100.0,201,H1,Q1,33035.0,1,1
2015-05-01,1010,8124,zzz,123,TP1,5/31/2015,79.99,30.0,2,39.99,28282.23065,5180.111924,30516.56971,7470.0,18448.34684,9778.334801,1,500.0,70.85714285714286,249.0,249.0,500.0,202,H1,Q1,33069.0,1,1
2015-06-01,1010,8126,zzz,123,TP1,6/30/2015,89.99,30.0,2,49.99,25454.00758,4662.100732,27464.91274,3690.0,16603.51215,11833.50132,1,450.0,67.28571428571428,123.0,123.0,450.0,203,H1,Q1,33083.0,1,1
2015-01-01,1010,6895,zzz,123,TP1,1/31/2015,459.99,30.0,1,429.99,0.0,0.0,0.0,0.0,0.0,0.0,2,227.5,63.714285714285715,120.9,64.0,227.5,210,H2,Q1,33154.0,2,2
2015-07-01,1080,9189,zzz,123,TP1,7/31/2015,89.99,30.0,2,49.99,282.8223065,51.80111924,305.1656971,150.0,79.06434358,127.9024728,3,5.0,60.14285714285714,118.8,5.0,5.0,204,H1,Q2,35114.0,3,3
2015-07-01,1080,9188,zzz,123,TP1,7/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,50.0,0.0,-50.0,3,5.0,56.57142857142857,116.7,5.0,5.0,204,H1,Q2,35115.0,3,3
2015-07-01,1010,9189,zzz,123,TP1,7/31/2015,89.99,30.0,2,49.99,2375.707375,435.1294017,2563.391856,1590.0,1106.90081,301.6204474,2,42.0,53.0,114.6,53.0,42.0,204,H1,Q2,35116.0,2,2
2015-07-01,1010,9188,zzz,123,TP1,7/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,160.0,0.0,-160.0,2,16.0,66.81818181818181,112.5,16.0,16.0,204,H1,Q2,35117.0,2,2
2015-07-01,1010,9189,zzz,123,TP1,7/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,1,12.333333333333334,80.63636363636364,110.4,12.333333333333334,12.333333333333334,204,H1,Q2,35118.0,1,1
2015-07-01,1010,9188,zzz,123,TP1,7/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,1,8.666666666666668,94.45454545454545,108.3,8.666666666666668,8.666666666666668,204,H1,Q2,35119.0,1,1
2015-08-01,1080,9191,zzz,123,TP1,8/31/2015,89.99,30.0,2,49.99,282.8223065,51.80111924,305.1656971,150.0,79.06434358,127.9024728,3,5.0,108.27272727272728,106.2,5.0,5.0,205,H1,Q2,35120.0,3,3
2015-08-01,1080,9190,zzz,123,TP1,8/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,50.0,0.0,-50.0,3,5.0,122.0909090909091,104.1,5.0,5.0,205,H1,Q2,35121.0,3,3
2015-08-01,1010,9191,zzz,123,TP1,8/31/2015,89.99,30.0,2,49.99,4525.156904,828.8179079,4882.651154,3060.0,2108.382496,543.0865664,2,80.0,135.9090909090909,102.0,102.0,80.0,205,H1,Q2,35122.0,2,2
2015-08-01,1010,9190,zzz,123,TP1,8/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,149.72727272727275,103.0,0.0,26.0,205,H1,Q2,35123.0,2,2
2015-08-01,1010,9191,zzz,123,TP1,8/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,1,1.6666666666666667,163.54545454545456,104.0,1.6666666666666667,19.0,205,H1,Q2,35124.0,1,1
2015-08-01,1010,9190,zzz,123,TP1,8/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,1,3.3333333333333335,177.36363636363637,105.0,3.3333333333333335,12.0,205,H1,Q2,35125.0,1,1
2015-09-01,1080,9193,zzz,123,TP1,9/30/2015,89.99,30.0,2,49.99,282.8223065,51.80111924,305.1656971,150.0,79.06434358,127.9024728,3,5.0,191.1818181818182,106.0,5.0,5.0,206,H1,Q2,35126.0,3,3
2015-09-01,1080,9192,zzz,123,TP1,9/30/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,50.0,0.0,-50.0,3,5.0,205.0,107.0,5.0,5.0,206,H1,Q2,35127.0,3,3
2015-09-01,1010,9193,zzz,123,TP1,9/30/2015,89.99,30.0,2,49.99,7919.024582,1450.431339,8544.63952,3240.0,3689.669367,3065.401491,2,140.0,218.8181818181818,108.0,108.0,140.0,206,H1,Q2,35128.0,2,2
2015-09-01,1010,9192,zzz,123,TP1,9/30/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,232.63636363636363,121.5,0.0,26.0,206,H1,Q2,35129.0,2,2
2015-09-01,1010,9193,zzz,123,TP1,9/30/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,1,26.4,246.45454545454547,135.0,37.8,44.8,206,H1,Q2,35130.0,1,1
2015-09-01,1010,9192,zzz,123,TP1,9/30/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,1,52.8,260.27272727272725,148.5,75.6,63.6,206,H1,Q2,35131.0,1,1
2015-10-01,1080,9195,zzz,123,TP1,10/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,3,79.19999999999999,274.0909090909091,162.0,113.39999999999999,82.4,207,H2,Q3,35132.0,3,3
2015-10-01,1080,9194,zzz,123,TP1,10/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,3,105.6,287.9090909090909,175.5,151.2,101.2,207,H2,Q3,35133.0,3,3
2015-10-01,1010,9195,zzz,123,TP1,10/31/2015,89.99,30.0,2,49.99,7466.508891,1367.549548,8056.374404,5670.0,3478.831118,275.0928346,2,132.0,301.72727272727275,189.0,189.0,120.0,207,H2,Q3,35134.0,2,2
2015-10-01,1010,9194,zzz,123,TP1,10/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,374.0,315.54545454545456,94.5,94.5,472.5,207,H2,Q3,35135.0,2,2
2015-10-01,1010,9195,zzz,123,TP1,10/31/2015,89.99,30.0,2,49.99,34843.70816,6381.897891,37596.41389,0.0,22728.3633,21249.94847,1,616.0,329.3636363636364,0.0,0.0,825.0,207,H2,Q3,35136.0,1,1
2015-10-01,1010,9194,zzz,123,TP1,10/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,1,370.0,343.1818181818182,0.0,0.0,825.0,207,H2,Q3,35137.0,1,1
2015-11-01,1080,9197,zzz,123,TP1,11/30/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,3,320.3333333333333,357.0,59.0,59.0,596.6666666666666,208,H2,Q3,35138.0,3,3
2015-11-01,1080,9196,zzz,123,TP1,11/30/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,3,270.6666666666667,370.8181818181818,118.0,118.0,368.3333333333333,208,H2,Q3,35139.0,3,3
2015-11-01,1010,9197,zzz,123,TP1,11/30/2015,89.99,30.0,2,49.99,12500.74595,2289.609471,13488.32381,5310.0,5824.406644,4643.52664,2,221.0,384.6363636363636,177.0,177.0,140.0,208,H2,Q3,35140.0,2,2
2015-11-01,1010,9196,zzz,123,TP1,11/30/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,530.0,0.0,-530.0,2,110.5,398.45454545454544,53.0,53.0,490.0,208,H2,Q3,35141.0,2,2
2015-11-01,1010,9197,zzz,123,TP1,11/30/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,412.27272727272725,118.0,0.0,840.0,208,H2,Q3,35142.0,1,1
2015-11-01,1010,9196,zzz,123,TP1,11/30/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,1,12.5,426.0909090909091,183.0,12.5,432.5,208,H2,Q3,35143.0,1,1
2015-12-01,1080,9199,zzz,123,TP1,12/31/2015,89.99,30.0,2,49.99,1414.111532,259.0055962,1525.828486,750.0,395.3217179,639.5123639,3,25.0,439.90909090909093,248.0,25.0,25.0,209,H2,Q3,35144.0,3,3
2015-12-01,1080,9198,zzz,123,TP1,12/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,250.0,0.0,-250.0,3,25.0,453.72727272727275,313.0,25.0,25.0,209,H2,Q3,35145.0,3,3
2015-12-01,1010,9199,zzz,123,TP1,12/31/2015,89.99,30.0,2,49.99,7466.508891,1367.549548,8056.374404,11340.0,3478.831118,-5394.907165,2,132.0,467.54545454545456,378.0,378.0,125.0,209,H2,Q3,35146.0,2,2
2015-12-01,1010,9198,zzz,123,TP1,12/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,670.0,0.0,-670.0,2,304.0,481.3636363636364,67.0,67.0,375.0,209,H2,Q3,35147.0,2,2
2015-12-01,1010,9199,zzz,123,TP1,12/31/2015,89.99,30.0,2,49.99,26924.68358,4931.466552,29051.77437,0.0,17562.82619,16420.41473,1,476.0,495.1818181818182,0.0,0.0,625.0,209,H2,Q3,35148.0,1,1
2015-12-01,1010,9198,zzz,123,TP1,12/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,5090.0,0.0,-5090.0,1,286.0,509.0,509.0,509.0,286.0,209,H2,Q3,35149.0,1,1
2016-01-01,1080,9201,zzz,123,TP1,1/31/2016,89.99,30.0,1,59.99,791.9024582,145.0431339,854.463952,420.0,221.380162,358.1269238,3,14.0,511.75,384.0,14.0,730.0,210,H2,Q1,35150.0,3,3
2016-01-01,1080,9200,zzz,123,TP1,1/31/2016,89.99,35.0,1,54.99,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,514.5,259.0,0.0,560.0,210,H2,Q1,35151.0,3,3
2016-01-01,1010,9201,zzz,123,TP1,1/31/2016,89.99,30.0,1,59.99,9729.087343,1781.958502,10497.69998,4020.0,4533.022365,3726.636118,2,172.0,517.25,134.0,134.0,151.0,210,H2,Q1,35152.0,2,2
2016-01-01,1010,9200,zzz,123,TP1,1/31/2016,89.99,35.0,1,54.99,36484.07754,6682.344383,39366.37493,18200.0,16998.83387,10849.88544,2,645.0,520.0,67.0,520.0,172.0,210,H2,Q1,35153.0,2,2
2016-01-01,1010,9201,zzz,123,TP1,1/31/2016,89.99,30.0,1,59.99,9502.829498,1740.517607,10253.56742,0.0,6198.644537,5795.440493,1,168.0,360.0,0.0,0.0,420.0,210,H2,Q1,35154.0,1,1
2016-01-01,1010,9200,zzz,123,TP1,1/31/2016,89.99,35.0,1,54.99,5147.365978,942.7803703,5554.015688,7000.0,3357.599124,-3860.803066,1,91.0,200.0,200.0,200.0,252.0,210,H2,Q1,35155.0,1,1
2016-02-01,1080,9203,zzz,123,TP1,2/29/2016,89.99,30.0,1,59.99,791.9024582,145.0431339,854.463952,690.0,221.380162,88.12692381,3,14.0,197.46666666666667,23.0,23.0,700.0,211,H2,Q4,35156.0,3,3
2016-02-01,1080,9202,zzz,123,TP1,2/29/2016,89.99,40.0,1,49.99,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,194.93333333333334,610.5,0.0,545.0,211,H2,Q4,35157.0,3,3
2016-02-01,1010,9203,zzz,123,TP1,2/29/2016,89.99,30.0,1,59.99,9050.313808,1657.635816,9765.302308,35940.0,4216.764991,-28733.82687,2,160.0,192.4,1198.0,1198.0,140.0,211,H2,Q4,35158.0,2,2
2016-02-01,1010,9202,zzz,123,TP1,2/29/2016,89.99,40.0,1,49.99,9050.313808,1657.635816,9765.302308,0.0,4216.764991,7206.173133,2,160.0,189.86666666666667,0.0,0.0,160.0,211,H2,Q4,35159.0,2,2
